"App Name","App Id","Category","Rating","Rating Count","Installs","Minimum Installs","Maximum Installs","Free","Price","Currency","Size","Minimum Android","Developer Id","Developer Website","Developer Email","Released","Last Updated","Content Rating","Privacy Policy","Ad Supported","In App Purchases","Editors Choice","Scraped Time"
"Juego de PREGUNTAS de CULTURA general: QUIZ DE","com.quizde.culturageneral","Trivia",4.6,8,"1,000+",1000,1490,TRUE,0,"USD","10M","4.4 and up","Quiz De","https://quiz-de.online/","quizdeofficial@gmail.com","Dec 12, 2020","Jan 19, 2021","Everyone","https://quiz-de.online/politica-de-privacidad/",TRUE,FALSE,FALSE,2021-06-16 02:37:22
"EBS <U+C911><U+D559> +","kr.ebs.middle.player","Education",1.7,2246,"1,000,000+",1e+06,1005168,TRUE,0,"USD","5.1M","4.1 and up","EBS(<U+D55C><U+AD6D><U+AD50><U+C721><U+BC29><U+C1A1><U+ACF5><U+C0AC>)","http://about.ebs.co.kr","web@ebs.co.kr","Apr 3, 2018","May 25, 2021","Everyone","https://sso.ebs.co.kr/policy/privacy",FALSE,FALSE,FALSE,2021-06-16 12:46:57
"ams MIRS","com.ams.admirego","Libraries & Demo",0,0,"50+",50,91,TRUE,0,"USD","4.8M","5.0 and up","ams AG","http://www.ams.com","android4ams@gmail.com","Sep 27, 2018","Mar 16, 2020","Everyone","https://ams.com/privacy-policy",FALSE,FALSE,FALSE,2021-06-16 07:31:02
"Tarih Kartlari","com.deerlabs.tarihkartlari","Education",4.6,4403,"500,000+",5e+05,503181,TRUE,0,"USD","10M","4.1 and up","DeerLabs","http://www.deerlabs.net/","deerlabs@gmail.com","Nov 18, 2016","Mar 21, 2021","Everyone","http://deerlabs.net/tarih-kartlari-privacy-policy.html",TRUE,FALSE,FALSE,2021-06-16 12:13:41
"PersoDor","com.PersoDor","Business",0,0,"10+",10,37,TRUE,0,"USD","39M","4.4 and up","Software Design Consulting Group","http://www.sd-lb.com","eay@softwaredesign.com.lb","Mar 16, 2020","Jun 23, 2020","Everyone","http://www.sd-lb.com/",FALSE,FALSE,FALSE,2021-06-16 08:35:31
"FuriusAO MMORPG","com.furiusao.cliente","Role Playing",3.1,1223,"10,000+",10000,22499,TRUE,0,"USD","106M","4.0.3 and up","Furius AO","http://www.furiusao.com.ar","dev@furiusao.com.ar","Feb 23, 2020","Jun 14, 2021","Teen","https://www.furiusao.com.ar/reglamento.php",FALSE,FALSE,FALSE,2021-06-16 14:33:14
"Calcular el AREA de Figuras Geometricas","tioghost.hallarreadefiguras","Education",0,0,"100+",100,368,TRUE,0,"USD","4.1M","4.1 and up","Mr. Tio Ghost",NA,"juan.castaneda.mil@gmail.com","Mar 6, 2020","Mar 07, 2020","Everyone","https://appstioghost.blogspot.com/2020/03/politica-de-privacidad.html",TRUE,FALSE,FALSE,2021-06-16 11:57:46
"Bursa Bell","com.investment.bursaannalert","Finance",3.8,16,"500+",500,643,TRUE,0,"USD","1.1M","8.0 and up","SH CHEONG",NA,"tosyamp@gmail.com","Jan 18, 2015","Jul 01, 2020","Everyone",NA,FALSE,FALSE,FALSE,2021-06-16 12:11:59
"New Shooting Games 2021: Fire Free Game - New Game","com.noveltygames.cover.shooting.a02","Action",4.4,234,"10,000+",10000,44909,TRUE,0,"USD","62M","5.0 and up","Novelty Games",NA,"developer.taurusgames@gmail.com","Apr 18, 2020","Apr 18, 2020","Teen","https://noveltygames.wordpress.com/privacy-policy/",TRUE,FALSE,FALSE,2021-06-16 10:57:38
"Cleaner for WhatsApp - Status Saver for WhatsApp","com.junkcleaner.statussaver.cleanerforwhatsapp","Tools",0,0,"500+",500,555,TRUE,0,"USD","2.9M","4.4 and up","LemdaSolutions","https://j59bed74e.app-ads-txt.com","patarusoftwares@gmail.com","May 16, 2020","Jan 19, 2021","Everyone","https://myappnest.blogspot.com/2019/04/privacy-policy.html",TRUE,TRUE,FALSE,2021-06-16 12:51:52
"Turismo Las Navas","es.turismolasnavas.turismoapp.app","Entertainment",4.9,12,"100+",100,333,TRUE,0,"USD","12M","4.0 and up","Ayuntamiento de Las Navas del Marqués","http://lasnavasdelmarques.es","informatica@lasnavasdelmarques.es","May 6, 2015","May 21, 2015","Everyone","http://turismolasnavas.es/privacidad",FALSE,FALSE,FALSE,2021-06-16 00:41:57
"Ox Run : Farm Edition","com.cyberwoody.oxrun","Action",4.2,5,"1,000+",1000,2106,TRUE,0,"USD","30M","2.3 and up","Lucus Labs","http://www.lucuslabs.com","games@lucuslabs.com","Apr 20, 2018","Apr 20, 2018","Everyone","http://www.lucuslabs.com/privacy.html",TRUE,FALSE,FALSE,2021-06-16 06:47:19
"Invitation","ashok.weddinginvitation","Personalization",4.9,12,"100+",100,177,TRUE,0,"USD","16M","4.4 and up","Ashok Vonteddu",NA,"ashu.vonteddu@gmail.com","Jul 30, 2017","Aug 05, 2017","Everyone",NA,FALSE,FALSE,FALSE,2021-06-16 04:42:10
"Airforce Commander","com.airforcecommander.aircombat","Action",0,0,"100+",100,144,TRUE,0,"USD","46M","4.1 and up","Ninja App Girl",NA,"app.ninjagirl@gmail.com","Sep 22, 2018","Oct 06, 2018","Everyone","http://appsmoment.net/google/Airforce%20Commander.html",TRUE,FALSE,FALSE,2021-06-16 04:39:25
"Slime Shop - Free Shipping","com.appscentral.slime_shop","Shopping",4.2,92,"5,000+",5000,9808,TRUE,0,"USD","3.3M","4.0.3 and up","Dev's I Like","http://freestuffonline.shop","mikinegoslav@gmail.com","Jun 23, 2019","Oct 01, 2019","Everyone","http://freestuffonline.shop/privacy-policy",TRUE,FALSE,FALSE,2021-06-16 05:36:27
"Love Chat <U+2665> Free Dating App","love.chat1","Dating",4,55,"5,000+",5000,9104,TRUE,0,"USD","3.3M","4.0.3 and up","MNZ Developer","https://www.facebook.com/Naseerudin.Official","meetwithnaseer@gmail.com","May 17, 2017","Jan 22, 2018","Mature 17+","http://www.e-droid.net/privacy.php?ida=263272&idl=en",TRUE,FALSE,FALSE,2021-06-16 01:57:18
"Skeleton King Simulator","com.yamtargames.skeletonsim","Simulation",4,338,"100,000+",1e+05,109104,TRUE,0,"USD","52M","4.1 and up","Yamtar Simulator Games","https://yamtarsimulatorgames.flycricket.io/","yamtargamestudios@gmail.com","Aug 22, 2019","Aug 22, 2019","Everyone 10+","https://yamtarsimulatorgames.flycricket.io/privacy.html",TRUE,FALSE,FALSE,2021-06-16 08:25:56
"St. Joseph Church","com.st_joseph.app","Social",4.5,184,"5,000+",5000,6941,TRUE,0,"USD","6.7M","4.1 and up","Sunny Dsouza","http://www.devakgroup.com","sunny@devakgroup.com","Dec 22, 2016","Sep 02, 2018","Teen","http://www.stjosephchurchocd.org/privacypolicy.html",FALSE,FALSE,FALSE,2021-06-16 05:16:43
"Bethel Radio","bethelradio.moviempresa.com","Music & Audio",0,0,"100+",100,227,TRUE,0,"USD","8.1M","4.0.3 and up","Streamkairos Network","http://www.streaamkairos.com","yadalihernandez@gmail.com","Sep 26, 2017","Sep 26, 2017","Everyone","http://appsmoment.net/google/Bethelradio.html",TRUE,FALSE,FALSE,2021-06-16 02:59:50
"DataVerify","com.infordata.DataVerifyMobile","Finance",0,0,"10+",10,11,TRUE,0,"USD","13M","4.3 and up","Information DataHub","Http://dataverify.information-DataHub.com","info@information-DataHub.com","Nov 14, 2018","Dec 12, 2018","Everyone","https://www.information-datahub.com/#/terms-of-use",FALSE,FALSE,FALSE,2021-06-16 00:45:44
"Ristoranti Olbia","it.creareunapp.editor.android5be2b0d0cf24d","Food & Drink",0,0,"50+",50,81,TRUE,0,"USD","7.2M","4.4 and up","OpenClick Srl","https://www.creareunapp.it","tech@openclick.it","Feb 17, 2019","Feb 17, 2019","Everyone","https://editor.creareunapp.it/application/privacypolicy?id=5be2b0d0cf24d",FALSE,FALSE,FALSE,2021-06-16 01:37:34
"DR14.2","com.sekaku.williamxia.d142","Music & Audio",0,0,"50+",50,69,TRUE,0,"USD","4.3M","4.2 and up","SEIKAKU",NA,"seatreehome@163.com","Jul 15, 2019","Sep 24, 2019","Everyone","http://www.seikaku.hk/",FALSE,FALSE,FALSE,2021-06-16 01:50:04
"Execute","com.mobileinsight.execute","Tools",0,0,"10+",10,11,TRUE,0,"USD","3.7M","4.4 and up","Mobile Insight","https://mobileinsight.com/","info@mobileinsight.com","Oct 21, 2020","Jan 16, 2021","Everyone",NA,FALSE,FALSE,FALSE,2021-06-16 09:38:37
"The Poke Guy Rewards","com.tapmango.thepokeguy","Tools",0,0,"10+",10,30,TRUE,0,"USD","22M","4.4 and up","TapMango Inc.","https://tapmango.com","support@tapmango.com","Sep 23, 2020","Sep 23, 2020","Everyone","https://customer.tapmango.com/Home/Policy",FALSE,FALSE,FALSE,2021-06-16 06:49:42
"Free New Escape Game 131 Flying Angel Escape","air.FreeNewEscapeGame131FlyingAngelEscape.door.puzzle","Puzzle",4.5,47,"1,000+",1000,3588,TRUE,0,"USD","Varies with device","4.0 and up","Best Escape Games Studio","https://www.avmgames.com/","gamedevelopers68@gmail.com","Jun 30, 2020","Jun 30, 2020","Everyone","http://www.avmgames.com/page/privacy-policy",TRUE,FALSE,FALSE,2021-06-16 01:58:45
"Total Fitness - Home & Gym training","com.bluecorner.totalgym","Health & Fitness",4.5,57505,"1,000,000+",1e+06,3854060,TRUE,0,"USD","31M","5.0 and up","Total Fitness Blue Corner","http://www.totalfitnessapp.com","totalfitness.bluecorner@gmail.com","Feb 27, 2013","Apr 05, 2021","Everyone","http://www.totalfitnessapp.com/about/privacy",TRUE,TRUE,FALSE,2021-06-15 23:08:51
"Ryan World Wallpaper 2021","com.RyanW.Arminkgood","Art & Design",4.2,10,"1,000+",1000,4118,TRUE,0,"USD","17M","4.4W and up","Arminkgood","https://artminkgood.blogspot.com/","ariarming@gmail.com","Feb 8, 2021","Feb 09, 2021","Everyone","https://sites.google.com/view/ryan-world-wallpaper-new/",TRUE,FALSE,FALSE,2021-06-16 08:07:47
"Proximity Scanner","com.ProximityScanner.CheckProximity","Tools",0,0,"100+",100,257,TRUE,0,"USD","1.9M","4.0 and up","CH2M","http://ProximityScanner.com","support@ProximityScanner.com","Dec 17, 2015","Jun 16, 2017","Everyone",NA,FALSE,FALSE,FALSE,2021-06-16 10:33:36
"Smart boxes SOKOBAN","fr.padrixe.smartboxes","Puzzle",4,24,"500+",500,787,TRUE,0,"USD","11M","7.0 and up","Emmanuel PADRIXE",NA,"emmanuelpadrixe@gmail.com","Mar 12, 2015","Oct 29, 2019","Everyone",NA,TRUE,FALSE,FALSE,2021-06-16 13:57:56
"Dê a mão","com.komunumo","Social",0,0,"10+",10,11,TRUE,0,"USD","Varies with device","4.1 and up","Augusto Barreira",NA,"augustodasilva53@gmail.com","Jul 12, 2020","Aug 24, 2020","Teen","https://www.maoaamiga.com/termos",FALSE,FALSE,FALSE,2021-06-15 21:00:25
"Real LED Flashlight","com.twesmedia.illuminator","Productivity",4.4,17,"1,000+",1000,4260,TRUE,0,"USD","3.5M","4.0 and up","TwesMedia Inc.",NA,"apps.twesmedia@gmail.com","Jul 31, 2013","Dec 08, 2019","Everyone","https://sites.google.com/view/classic-sudoku-free/torchflashlight-privacy-policy",TRUE,FALSE,FALSE,2021-06-16 04:42:42
"QWELLNESS","com.technogym.mywellness.qwellness","Health & Fitness",4.5,11,"1,000+",1000,3613,TRUE,0,"USD","91M","5.1 and up","Mywellness srl","http://www.qwellness.es","info@qwellness.es","Sep 3, 2018","Dec 23, 2020","Everyone","http://www.mywellness.com/cloud/Terms/Privacy/",TRUE,FALSE,FALSE,2021-06-16 09:17:12
"New Launcher 2021 themes, icon packs, wallpapers","com.nu.launcher","Tools",4.4,22838,"1,000,000+",1e+06,2441395,TRUE,0,"USD","11M","4.1 and up","N Dev Team","https://p-launcher.web.app","nnappteam@gmail.com","Aug 7, 2017","Apr 24, 2021","Everyone","http://cmnl.oss-cn-qingdao.aliyuncs.com/ndev_apps_privacy_policy.htmlv",TRUE,TRUE,FALSE,2021-06-15 23:53:03
"<U+0641><U+0631><U+064A><U+0642> <U+0627><U+0644><U+0645><U+0644><U+0643><U+064A>","kzhfks.arev","News & Magazines",0,0,"10+",10,21,TRUE,0,"USD","9.6M","4.1 and up","<U+0623><U+0628><U+0648> <U+0631><U+0627><U+0634><U+062F> <U+0627><U+0644><U+0647><U+062A><U+0627><U+0646><U+064A>",NA,"Mn.001849@gmail.com","Feb 21, 2021","Feb 22, 2021","Teen",NA,FALSE,FALSE,FALSE,2021-06-16 10:20:40
"Radio Compania","com.radiocompania.radiocompania","Music & Audio",4.8,30,"100+",100,127,TRUE,0,"USD","12M","4.2 and up","Streaming Pulse Inc.","https://streamingpulse.com","info@streamingpulse.com","Apr 6, 2019","May 28, 2019","Everyone","https://streamingpulse.com/main/privacy-policy/",FALSE,FALSE,FALSE,2021-06-16 00:00:36
"<U+D64D><U+D64D><U+AC24><U+B7EC><U+B9AC>","com.makeshop.powerapp.nhm0704","Shopping",0,0,"50+",50,64,TRUE,0,"USD","3.9M","4.0.3 and up","POWErmoBILE.KR","http://www.honghong.co.kr","powerapp2@koreacenter.com","Jun 29, 2015","Oct 10, 2020","Everyone","http://www.honghong.co.kr/m/privacy.html",FALSE,FALSE,FALSE,2021-06-16 01:15:13
"<U+30AD><U+30BA><U+30CA><U+30A2><U+30A4><U+30DE><U+30B9><U+30AF>","com.akasananosa.AImask","Entertainment",2.9,119,"10,000+",10000,12827,TRUE,0,"USD","46M","5.0 and up","akasananosa","https://akairomiracle.blogspot.jp/","akasananosa@gmail.com","Oct 27, 2018","Oct 28, 2018","Everyone","https://akairomiracle.blogspot.com/2018/10/ai.html",FALSE,FALSE,FALSE,2021-06-16 04:45:06
"Radio Germany","com.didradio.radiogermany","Music & Audio",0,0,"500+",500,914,TRUE,0,"USD","15M","4.1 and up","DiD Radio",NA,"gaja.opelsrbija@gmail.com","Apr 28, 2017","Oct 23, 2020","Mature 17+","http://feminist-preparatio.000webhostapp.com",TRUE,FALSE,FALSE,2021-06-16 13:59:34
"Deep Classes","co.jarvis.dclass","Education",5,19,"100+",100,202,TRUE,0,"USD","38M","4.2 and up","Education Galaxy Media",NA,"support@classplus.co","Feb 18, 2020","Jun 11, 2021","Everyone","https://classplusapp.com/privacy.html",FALSE,FALSE,FALSE,2021-06-15 23:10:20
"BizAR","com.lineuphub.bizar","Business",0,0,"50+",50,63,TRUE,0,"USD","21M","4.0 and up","Dimira Ltd.",NA,"alex@lineuphub.co","Jul 7, 2016","Jul 07, 2016","Everyone","https://s3.amazonaws.com/123merge/privacy.html",FALSE,FALSE,FALSE,2021-06-16 08:35:00
"CONECT SAC","br.com.mksolutions.mksac.conectbm","Productivity",4.2,13,"1,000+",1000,3152,TRUE,0,"USD","18M","4.1 and up","Conect Telecom","http://conectbm.com.br/","conect.sacplus@gmail.com","Sep 14, 2020","Sep 15, 2020","Everyone","http://www.mksolutions.com.br/politica-de-privacidade",FALSE,FALSE,FALSE,2021-06-15 22:36:36
"Stickers Store for WhatsApp WAStickerApps","com.whatsapplove.WAStickers","Communication",4.7,38,"10,000+",10000,25854,TRUE,0,"USD","2.0M","4.4 and up","Jay Dwarkadhish Apps",NA,"dwarkadhishlabs@gmail.com","Jan 24, 2019","Jan 29, 2019","Teen","https://sites.google.com/view/dwarkadhish-apps/home",TRUE,FALSE,FALSE,2021-06-16 00:34:12
"Anatomy and Physiology for Nursing","com.nursingall.subjectquiz","Education",4.4,69,"10,000+",10000,29088,TRUE,0,"USD","12M","4.4 and up","Staff Nurse Gujarat","http://gujaratnursing.net","gujaratnursingstudy@gmail.com","Jun 22, 2020","May 11, 2021","Everyone","https://gujaratnursing.net/privacy-policy/",TRUE,FALSE,FALSE,2021-06-16 11:21:25
"Griller Blackburn","com.iwaiterapp.grillerblackburn","Shopping",4.4,7,"500+",500,718,TRUE,0,"USD","21M","5.0 and up","OrderYOYO","http://www.orderyoyo.com","thor@orderyoyo.com","Oct 24, 2016","Jun 12, 2021","Teen","https://orderyoyo.com/privacy-promise/UK",FALSE,FALSE,FALSE,2021-06-15 22:47:26
"eMyShoppingList","a3g.emyshoppinglist","Shopping",4,406,"50,000+",50000,56322,TRUE,0,"USD","774k","2.1 and up","A3G","http://eMyShoppingList.blogspot.com","emyshoppinglist@gmail.com","Nov 16, 2010","Jun 11, 2014","Everyone",NA,TRUE,FALSE,FALSE,2021-06-16 01:11:28
"Konawaena Elementary School","com.sia.konawaena","Education",0,0,"100+",100,140,TRUE,0,"USD","31M","4.1 and up","SchoolInfoApp, LLC","http://www.schoolinfoapp.com","info@schoolinfoapp.com","Jan 8, 2018","Apr 23, 2021","Everyone","http://schoolinfoapp.com/privacy-policy/",FALSE,FALSE,FALSE,2021-06-16 11:59:51
"Knight Star","tech.iosd.theninjagame","Casual",0,0,"50+",50,55,TRUE,0,"USD","93M","5.1 and up","International Organisation of Software Developers","http://www.iosd.tech","iosdofficial01@gmail.com","Jan 4, 2019","Feb 14, 2019","Everyone","http://www.iosd.tech",FALSE,FALSE,FALSE,2021-06-16 09:18:25
"Fartifications","de.makufunk.fartifications","Communication",0,0,"10+",10,40,TRUE,0,"USD","9.4M","4.3 and up","Markus Funk","http://www.makufunk.de","makufunk@hotmail.com","Sep 30, 2020","Sep 30, 2020","Everyone","http://fartifications.com/privacy",FALSE,TRUE,FALSE,2021-06-16 05:36:04
"Free Full Movies","com.om.fullmovie","Entertainment",3.1,2200,"1,000,000+",1e+06,1140316,TRUE,0,"USD","6.6M","5.0 and up","Free Full Movies",NA,"arya.ayush15@gmail.com","Feb 10, 2019","Jul 12, 2020","Teen","https://sites.google.com/view/free-fullmovies/home",TRUE,FALSE,FALSE,2021-06-16 05:57:45
"mySMILE","de.my_smile_app.smile","Social",3.7,30,"1,000+",1000,2779,TRUE,0,"USD","44M","8.0 and up","mySMILE GmbH","https://my-smile-app.de/","hello@my-smile-app.de","Nov 30, 2015","Mar 28, 2021","Teen","https://www.my-smile-app.de/datenschutzerklaerung",FALSE,FALSE,FALSE,2021-06-16 02:09:30
"Chalupas y Buenas !","com.EnnuiStudio.ChalupasYBuenas","Casual",4.1,146,"10,000+",10000,30807,TRUE,0,"USD","38M","4.0 and up","Ennui Studio Games","http://www.ennuistudio.com","contacto@ennuistudio.com","May 10, 2014","Mar 24, 2015","Teen","http://www.ennuistudio.com/Privacy-Policy.html",TRUE,FALSE,FALSE,2021-06-16 02:28:26
"The Reason - Musical Jump - Hoobastank Songs","com.suolis.TheReasHoobasta","Music",0,0,"100+",100,113,TRUE,0,"USD","26M","4.1 and up","Skalpelis",NA,"Skalpelis1997@gmail.com","Nov 6, 2019","Nov 06, 2019","Mature 17+","https://unity3d.com/legal/privacy-policy",TRUE,FALSE,FALSE,2021-06-16 03:36:21
"<U+041A><U+0430><U+043B><U+0438><U+043C><U+0430><U+0451><U+0431>: <U+0410><U+0432><U+0432><U+0430><U+043B><U+0438><U+043D> <U+0424><U+0438><U+043B><U+0432><U+043E><U+0440><U+0434><U+0438> <U+0442><U+043E><U+04B7><U+0438><U+043A><U+04E3>. / Tajik Game.","com.pocboz.kalimaiob","Word",4.5,2009,"100,000+",1e+05,146767,TRUE,0,"USD","12M","4.2 and up","POCBOZ Games and Apps. <U+0411><U+043E><U+0437><U+0438> <U+0432><U+0430> <U+0431><U+0430><U+0440><U+043D><U+043E><U+043C><U+0430><U+0445><U+043E><U+0438> <U+0442><U+043E><U+0447><U+0438><U+043A><U+0438>.","http://www.pocboz.com","pocboz@gmail.com","Feb 8, 2018","May 29, 2021","Everyone","https://quickappninja.com/game-privacy-policy.html",TRUE,FALSE,FALSE,2021-06-16 09:45:38
"Barkli Gallery","ru.arproduction.barkligallery_new","House & Home",0,0,"10+",10,18,TRUE,0,"USD","28M","4.1 and up","NSKA","http://nska.ru","android@nska.ru","Oct 31, 2018","Nov 08, 2018","Everyone",NA,FALSE,FALSE,FALSE,2021-06-16 04:56:15
"Van Coke Wallet","com.presto.ubu.wallet.vancoke","Shopping",4.8,5,"1,000+",1000,4648,TRUE,0,"USD","36M","5.0 and up","UBU International","https://ubuinternational.com","tech@ubuinternational.com","Oct 16, 2020","Jan 29, 2021","Everyone","https://ubuinternational.com/privacy-policy/",FALSE,FALSE,FALSE,2021-06-16 09:25:53
"Infection Demo FPS Survival","com.DefaultCompany.Infection","Action",3.7,31,"500+",500,823,TRUE,0,"USD","34M","4.4 and up","Dragan Ionut Valeriu","https://ionutdragan.eu/","draganionutvaleriu@gmail.com","Mar 30, 2020","Aug 04, 2020","Teen",NA,TRUE,FALSE,FALSE,2021-06-16 13:04:28
"Gym Workout & Fitness Trainer","com.exemple.user.crewlettgymapp","Health & Fitness",4.6,74,"10,000+",10000,10274,TRUE,0,"USD","28M","5.0 and up","Crewlett","https://crewlett.com/","crewlett@gmail.com","Jun 15, 2020","Jun 15, 2020","Everyone","https://sites.google.com/view/crewlett/home2",TRUE,FALSE,FALSE,2021-06-16 08:56:14
"Yeehaw Cowboy Boots","co.tapcart.app.id_ngScS7QpVc","Shopping",3.2,21,"1,000+",1000,4449,TRUE,0,"USD","43M","5.0 and up","Yeehaw Cowboy","http://yeehawcowboy.com","info@yeehawcowboy.com","Feb 14, 2019","Apr 14, 2021","Everyone","https://yeehawcowboy.com/pages/privacy-policy",FALSE,FALSE,FALSE,2021-06-16 05:26:47
"Trigon God","com.jobchaifactory2.TrigonGod","Arcade",4.9,167,"1,000+",1000,1103,TRUE,0,"USD","28M","4.4 and up","Alice Merton",NA,"tatyanaborjak1970@mail.ru","Apr 24, 2021","Apr 24, 2021","Everyone","https://docs.google.com/document/d/1StVM1OVw9NEqykgc_XdM1UNCeNFrmFKHOSJpj6wG4m0/edit?usp=sharing",FALSE,FALSE,FALSE,2021-06-15 21:51:22
"Tanks Warfare Mobile","com.RevelplayInteractive.TanksWarfareMobile","Action",0,0,"10+",10,11,TRUE,0,"USD","23M","4.4 and up","Revelplay Interactive","https://revelplayinteractive.co.uk","devs@revelplayinteractive.co.uk","May 13, 2021","May 17, 2021","Everyone",NA,TRUE,FALSE,FALSE,2021-06-16 08:14:09
"Lithuanian Keyboard","com.izee.zee.free.apps.lithuanian.keyboard","Personalization",0,0,"100+",100,247,TRUE,0,"USD","9.1M","4.1 and up","Izee Jamot",NA,"izweenhassanjamot@gmail.com","Oct 2, 2018","May 29, 2020","Everyone","https://www.facebook.com/Izee-Jamot-165608114343375/",TRUE,FALSE,FALSE,2021-06-16 06:22:29
"MegaBurn Fitness","com.fitnessmobileapps.megaburnfitness","Health & Fitness",0,0,"100+",100,137,TRUE,0,"USD","15M","5.0 and up","MINDBODY Branded Apps","https://www.mindbodyonline.com/branded-apps","support@mindbodyonline.com","Aug 15, 2017","Jul 10, 2020","Everyone","https://www.mindbodyonline.com/privacy-policy",FALSE,FALSE,FALSE,2021-06-16 13:34:02
"Unir Internet","unir.ispcube.com","Communication",0,0,"1+",1,3,TRUE,0,"USD","1.9M","4.4 and up","ISPCube","http://www.ispcube.com","info@ispcube.com","Oct 28, 2019","Oct 28, 2019","Everyone","http://privacypolicy.ispcube.com/unir.html",FALSE,FALSE,FALSE,2021-06-15 21:04:42
"Piano Tiles : BLACKPINK Kpop <U+0001F3B9>","com.fanArtStudio.BlackpinkPiano","Music",4.2,1530,"100,000+",1e+05,171424,TRUE,0,"USD","23M","4.1 and up","Fan Art Studios",NA,"contact.fanartstudios@gmail.com","Aug 21, 2020","Aug 21, 2020","Everyone","https://sites.google.com/view/fan-art-studio-privacy-policy",TRUE,FALSE,FALSE,2021-06-16 12:30:47
"Club Player Portal","com.footballsessions.player_portal.analysis.android","Sports",0,0,"10+",10,34,TRUE,0,"USD","49M","6.0 and up","Football Sessions","https://www.footballsessions.com/","info@footballsessions.com","Apr 21, 2020","Apr 21, 2020","Everyone","http://football-cms.footballsessions.co.uk/common/privacy/",FALSE,FALSE,FALSE,2021-06-16 02:27:48
"Bemba Bible","com.eBibleUniverse.BembaBible","Books & Reference",5,6,"1,000+",1000,2241,TRUE,0,"USD","4.5M","4.1 and up","eBibleUniverse",NA,"stefan.mihai7272@gmail.com","Nov 9, 2020","Feb 15, 2021","Everyone","https://bemba-bible-0.flycricket.io/privacy.html",TRUE,FALSE,FALSE,2021-06-16 09:15:48
